emp_id,name,department,designation,age,gender,city,education,experience_years,salary,performance_score,last_promotion_year,remote_work_days,training_hours,overtime_hours,project_count,attrition,joining_date
EMP0186,Employee_186,Sales,Sales Executive,49,Female,Sylhet,BSc,28.0,68600,,2020.0,0,48.0,12.0,1,No,2022-08-07
EMP0181,Employee_181,Engineering,Junior Engineer,27,Female,Chittagong,BSc,4.0,42300,2.5,2023.0,3,6.0,31.0,11,No,2022-05-24
EMP0151,Employee_151,Engineering,Tech Lead,45,Female,Rajshahi,MSc,22.0,114100,4.5,2023.0,0,36.0,33.0,8,Yes,2021-02-28
EMP0076,Employee_076,HR,HR Manager,49,Male,Sylhet,BSc,28.0,83600,2.1,2020.0,1,35.0,5.0,6,No,2018-01-30
EMP0112,Employee_112,Finance,Analyst,32,Female,Rajshahi,PhD,8.0,38600,3.6,2021.0,0,78.0,35.0,1,Yes,2019-07-24
EMP0144,Employee_144,Sales,Regional Head,46,Male,Dhaka,BSc,26.0,,,2020.0,2,79.0,35.0,9,No,2020-11-15
EMP0094,Employee_094,Finance,Analyst,32,Male,Dhaka,BSc,11.0,43400,4.6,2021.0,0,25.0,18.0,2,No,2018-10-27
EMP0082,Employee_082,Engineering,Senior Engineer,50,Male,Rajshahi,BSc,29.0,98600,3.3,2023.0,3,46.0,30.0,8,No,2018-04-30
EMP0111,Employee_111,Engineering,Tech Lead,48,Male,Khulna,BSc,25.0,,3.9,2019.0,0,43.0,28.0,6,Yes,2019-07-09
EMP0039,Employee_039,Engineering,Engineering Manager,36,Male,Chittagong,BSc,16.0,143800,3.2,2020.0,1,52.0,17.0,1,Yes,2016-07-24
EMP0018,Employee_018,Data Science,Data Analyst,38,Male,Rajshahi,BSc,17.0,76500,,2019.0,3,76.0,11.0,6,Yes,2015-09-13
EMP0188,Employee_188,Engineering,Senior Engineer,26,Male,  Khulna  ,MSc,2.0,-5000,4.6,2021.0,2,40.0,22.0,4,No,06/09/2022
EMP0051,Employee_051,Sales,Regional Head,27,Female,Khulna,BSc,7.0,116600,,2020.0,5,19.0,0.0,8,No,2017-01-20
EMP0043,Employee_043,Sales,Sales Executive,38,Male,Khulna,BSc,14.0,44200,2.9,2023.0,2,25.0,9.0,10,No,2016-09-22
EMP0114,Employee_114,Finance,Finance Manager,24,Female,Khulna,MSc,4.0,BDT 103700,1.9,2020.0,3,23.0,38.0,2,No,2019-08-23
EMP0146,Employee_146,Sales,Regional Head,27,Female,Sylhet,,6.0,114400,4.3,2021.0,5,64.0,34.0,1,No,2020-12-15
EMP0073,Employee_073,DataScience,Data Analyst,24,Male,Rajshahi,BSc,3.0,56400,2.7,2019.0,0,78.0,19.0,1,Yes,2017-12-16
EMP0135,Employee_135,Finance,Finance Manager,46,Female,Sylhet,MSc,26.0,,3.1,2019.0,0,,4.0,6,No,03/07/2020
EMP0197,Employee_197,Finance,Finance Manager,48,Female,Sylhet,BSc,28.0,132800,2.1,2022.0,1,16.0,39.0,9,No,2023-01-19
EMP0125,Employee_125,Engineering,Senior Engineer,46,Male,Dhaka,PhD,22.0,92400,4.0,2020.0,3,,4.0,10,No,2020-02-04
EMP0182,Employee_182,Finance,Senior Analyst,25,Female,Khulna,PhD,3.0,61800,3.6,2023.0,2,39.0,0.0,11,No,2022-06-08
EMP0210,Employee_210,Sales,Regional Head,31,Female,Chittagong,BSc,11.0,123500,,2019.0,1,74.0,9.0,3,No,2023-08-02
EMP0172,Employee_172,Engineering,Engineering Manager,29,Male,Sylhet,BSc,6.0,126800,5.0,2022.0,1,76.0,7.0,4,Yes,2022-01-09
EMP0080,Employee_080,Sales,Sales Manager,40,Male,Sylhet,BSc,19.0,82900,,2021.0,0,46.0,22.0,9,Yes,2018-03-31
EMP0115,Employee_115,Engineering,Junior Engineer,41,Female,Khulna,BSc,18.0,56700,3.5,2021.0,5,40.0,36.0,5,No,2019-09-07
EMP0031,Employee_031,Finance,Analyst,44,Male,Sylhet,MSc,23.0,,2.2,2020.0,3,29.0,8.0,10,No,26/03/2016
EMP0004,Employee_004,Data Science,Senior DS,43,Female,Dhaka ,MSc,21.0,99600,,2022.0,2,58.0,8.0,4,Yes,2015-02-15
EMP0122,Employee_122,Sales,Sales Executive,35,Male,Chittagong,BSc,12.0,46700,3.7,2020.0,1,,6.0,8,No,21/12/2019
EMP0063,Employee_063,Data Science,DS Lead,48,Female,Sylhet,BSc,24.0,,4.5,2022.0,5,12.0,24.0,5,No,2017-07-19
EMP0106,Employee_106,Data Science,Junior DS,45,Male,Khulna,,23.0,BDT 71800,2.1,2021.0,2,72.0,38.0,4,No,2019-04-25
EMP0092,Employee_092,Engineering,Engineering Manager,23,Male,Dhaka,BSc,2.0,121800,4.6,2019.0,3,17.0,8.0,3,No,2018-09-27
EMP0198,Employee_198,Engineering,Engineering Manager,29,Male,Khulna,MSc,7.0,125100,2.6,2021.0,5,21.0,30.0,4,Yes,2023-02-03
EMP0073,Employee_073,DataScience,Data Analyst,24,Male,Rajshahi,BSc,3.0,56400,2.7,2019.0,0,78.0,19.0,1,Yes,2017-12-16
EMP0005,Employee_005,Data Science,DS Lead,23,Female,Sylhet,BSc,0.0,110900,3.8,2023.0,4,75.0,0.0,4,No,2015-03-02
EMP0190,Employee_190,Finance,Finance Manager,45,Male,Chittagong,BSc,21.0,,2.9,2020.0,4,35.0,23.0,11,No,2022-10-06
EMP0124,Employee_124,Finance,Finance Manager,51,MALE,Khulna,MSc,29.0,,3.2,2023.0,4,52.0,21.0,5,No,2020-01-20
EMP0165,Employee_165,Finance,Senior Analyst,26,Male,Chittagong,MSc,6.0,62800,3.2,2019.0,0,64.0,32.0,6,No,26/09/2021
EMP0026,Employee_026,Finance,Analyst,34,Female,Dhaka,MSc,12.0,43500,,2021.0,0,52.0,5.0,7,No,2016-01-11
EMP0067,Employee_067,HR,HR Manager,35,Female,Khulna,BSc,13.0,68600,2.7,2019.0,0,22.0,31.0,3,No,2017-09-17
EMP0084,Employee_084,Data Science,DS Lead,23,Male,Rajshahi,MSc,3.0,106900,3.8,2020.0,2,40.0,18.0,10,No,2018-05-30
EMP0091,Employee_091,Finance,Finance Manager,23,Male,Sylhet,MSc,3.0,105300,3.2,2023.0,1,51.0,14.0,8,Yes,2018-09-12
EMP0077,Employee_077,Engineering,Engineering Manager,42,Female,Rajshahi,BSc,21.0,145000,2.4,2022.0,2,75.0,31.0,3,No,2018-02-14
EMP0183,Employee_183,ENGINEERING,Senior Engineer,34,Female,Dhaka,BSc,10.0,73100,2.8,2022.0,0,34.0,22.0,9,No,23/06/2022
EMP0155,Employee_155,Finance,Analyst,39,Male,Chittagong,BSc,17.0,54400,2.1,2022.0,5,7.0,28.0,4,No,2021-04-29
EMP0010,Employee_010,Data Science,Senior DS,24,Female,Dhaka,BSc,2.0,79700,3.8,2019.0,0,25.0,3.0,7,No,2015-05-16
EMP0159,Employee_159,ENGINEERING,Junior Engineer,47,Female,Dhaka,BSc,26.0,,3.2,2022.0,3,45.0,12.0,2,No,2021-06-28
EMP0028,Employee_028,H.R,HR Director,38,Female,Dhaka,BSc,18.0,117200,2.1,2022.0,1,74.0,15.0,9,No,2016-02-10
EMP0055,Employee_055,Finance,Analyst,44,Male,Rajshahi,,23.0,,3.4,2020.0,5,23.0,5.0,11,Yes,2017-03-21
EMP0030,Employee_030,Sales,Sales Manager,27,Male,Khulna,BSc,4.0,60500,3.7,2022.0,1,30.0,13.0,11,No,2016-03-11
EMP0021,Employee_021,HR,HR Executive,27,Male,Khulna,MSc,7.0,38100,3.5,2023.0,3,50.0,34.0,11,No,28/10/2015
